id,text,amount,filename,page,line_num
11841,01202-1 เงินเพิ่มค่าจ้างประจํา 231120 บาท,231120,65046.pdf,57,11
11842,01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 188460 บาท,188460,65046.pdf,57,12
11843,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 128940 บาท,128940,65046.pdf,57,13
11844,1.3 ค่าจ้างชั่วคราว 4579200 บาท,4579200,65046.pdf,57,14
11845,02101-1 ค่าจ้างชั่วคราว 31 อัตรา 3316080 บาท,3316080,65046.pdf,57,15
11846,02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 499920 บาท,499920,65046.pdf,57,16
11847,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 163200 บาท,163200,65046.pdf,57,17
11848,1.4 ค่าตอบแทน ใช้สอยและวัสดุ 231560 บาท,231560,65046.pdf,57,18
11849,03217-1 เงินสมทบกองทุนประกันสังคม 228960 บาท,228960,65046.pdf,57,19
11850,03611-1 ค่าเครื่องแต่งกาย 2600 บาท,2600,65046.pdf,57,20
11851,2. งบดําเนินงาน 3528460 บาท,3528460,65046.pdf,57,21
11852,2.1 ค่าตอบแทน ใช้สอยและวัสดุ 325900 บาท,325900,65046.pdf,57,22
11853,2.1.1 ค่าตอบแทน 79800 บาท,79800,65046.pdf,57,23
11854,2.1.2 ค่าใช้สอย 63200 บาท,63200,65046.pdf,57,25
11855,2.1.3 ค่าวัสดุ 182900 บาท,182900,65046.pdf,57,27
11856,2.2 ค่าสาธารณูปโภค 3202560 บาท,3202560,65046.pdf,57,30
11857,3. งบลงทุน 59920 บาท,59920,65046.pdf,58,1
11858,"05105-1 (1) เครื่องคอมพิวเตอร์ สําหรับงานสํานักงาน (จอแสดงภาพ ขนาดไม่น้อยกว่า 19 นิ้ว) พร้อมโปรแกรมระบบปฏิบัติการ 05 แบบ GGWAบย, ที่มีลิขสิทธิ์ถูกต้องตามกฎหมาย 2 เครื่อง 51020 บาท",51020,65046.pdf,58,4
11859,05198-2 2 เครื่องพิมพ์เลเซอร์ หรือ | 60 ขาวดํา ชนิด |ง๑(ผม๐ฟ< 1 -7 1 แบบที่ 1 (28 หน้า/นาที) 1 เครื่อง 8900 บาท,8900,65046.pdf,58,7
11860,งาน: งบประมาณโรงเรียน 65852100 บาท,65852100,65046.pdf,59,1
11861,1. งบบุคลากร 8366760 บาท,8366760,65046.pdf,59,2
11862,1.1 เงินเดือน 2227520 บาท,2227520,65046.pdf,59,3
11863,01101-1 อัตราเดิม 10 อัตรา 2076400 บาท,2076400,65046.pdf,59,4
11864,01102-1 เงินเลื่อนขั้น 124600 บาท,124600,65046.pdf,59,5
11865,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 16800 บาท,16800,65046.pdf,59,6
11866,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 1360 บาท,1360,65046.pdf,59,7
11867,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 2360 บาท,2360,65046.pdf,59,8
11868,1.2 ค่าจ้างประจํา 2933800 บาท,2933800,65046.pdf,59,9
11869,01201-1 อัตราเดิม 15 อัตรา 2568120 บาท,2568120,65046.pdf,59,10
11870,01202-1 เงินเพิ่มค่าจ้างประจํา 154080 บาท,154080,65046.pdf,59,11
11871,01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 125640 บาท,125640,65046.pdf,59,12
11872,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 85960 บาท,85960,65046.pdf,59,13
11873,1.3 ค่าจ้างชั่วคราว 3052800 บาท,3052800,65046.pdf,59,14
11874,02101-1 ค่าจ้างชั่วคราว 21 อัตรา 2210720 บาท,2210720,65046.pdf,59,15
11875,02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 333280 บาท,333280,65046.pdf,59,16
11876,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 508800 บาท,508800,65046.pdf,59,17
11877,1.4 ค่าตอบแทน ใช้สอยและวัสดุ 152640 บาท,152640,65046.pdf,59,18
11878,03217-1 เงินสมทบกองทุนประกันสังคม 152640 บาท,152640,65046.pdf,59,19
11879,2. งบดําเนินงาน 21529740 บาท,21529740,65046.pdf,59,20
11880,2.1 ค่าตอบแทน ใช้สอยและวัสดุ 19394700 บาท,19394700,65046.pdf,59,21
11881,2.1.1 ค่าตอบแทน 3119200 บาท,3119200,65046.pdf,59,22
11882,2.1.2 ค่าใช้สอย 15637800 บาท,15637800,65046.pdf,59,24
11883,2.1.3 ค่าวัสดุ 637700 บาท,637700,65046.pdf,59,28
11884,2.2 ค่าสาธารณูปโภค 2135040 บาท,2135040,65046.pdf,59,32
11885,3. งบลงทุน 904000 บาท,904000,65046.pdf,60,1
11886,"05101-4 (1) เครื่องปรับอากาศ แบบแยกส่วน (ราคารวมค่าติดตั้ง) แบบตั้งพื้นหรือแบบแขวน (ระบบ 10 1478 ขนาด 26,000 ปีทียู 1 เครื่อง 42500 บาท",42500,65046.pdf,60,5
11887,05203-3 (2) เครื่องถ่ายเอกสารระบบดิจิตอล (ขาว-ดํา) ความเร็ว 20 แผ่นต่อนาที 1 เครื่อง 87500 บาท,87500,65046.pdf,60,8
11888,"05101-11 (3) เครื่องปรับอากาศ แบบแยกส่วน (ราคารวมค่าติดตั้ง) แบบตั้งพื้นหรือแบบแขวน (ระบบ 18 1478 20,000 บีทียู 2 เครื่อง 82400 บาท",82400,65046.pdf,60,11
11889,05135-12 8 เครื่องตัดกระแสไฟฟ้าอัตโนมัติ เซฟ-ที่-คัท ขนาด 60/เ/20 (ราคารวมค่าติดตั้ง) 2 เครื่อง 14000 บาท,14000,65046.pdf,60,14
11890,"05101-13 (5) เครื่องปรับอากาศ แบบแยกส่วน (ราคารวมค่าติดตั้ง) แบบตั้งพื้นหรือแบบแขวน (ระบบ 10 1478 36,000 บีทียู 1 เครื่อง 54200 บาท",54200,65046.pdf,60,17
11891,"05101-14 (6) เครื่องปรับอากาศ แบบแยกส่วน (ราคารวมค่าติดตั้ง) แบบตั้งพื้นหรือแบบแขวน (ระบบ 10 1478 40,000 บีทียู 1 เครื่อง 60100 บาท",60100,65046.pdf,60,20
11892,"05101-17 7 เครื่องปรับอากาศ แบบแยกส่วน (ราคารวมค่าติดตั้ง) แบบตั้งพื้นหรือแบบแขวน (ระบบ 10 1478 13,000 978 1 เครื่อง 30100 บาท",30100,65046.pdf,60,24
11893,05203-16 (8) เครื่องถ่ายเอกสารระบบดิจิตอล (ขาว-ดํา) ความเร็ว 20 แผ่นต่อนาที 1 เครื่อง 87500 บาท,87500,65046.pdf,60,27
11894,"05101-20 (9) เครื่องปรับอากาศ แบบแยกส่วน (ราคารวมค่าติดตั้ง) แบบตั้งพื้นหรือแบบแขวน (ระบบ 10 1478 18,000 978 1 เครื่อง 34800 บาท",34800,65046.pdf,60,30
11895,05218-15 (10) เครื่องพิมพ์สําเนาระบบดิจิตอล ความละเอียด 300 % 400 จุดต่อตารางนิ้ว 1 เครื่อง 111000 บาท,111000,65046.pdf,60,33
11896,05203-5 (11) เครื่องถ่ายเอกสารระบบดิจิตอล (ขาว-ดํา) ความเร็ว 20 แผ่นต่อนาที 1 เครื่อง 87500 บาท,87500,65046.pdf,61,2
11897,05218-6 12 เครื่องพิมพ์สําเนาระบบดิจิตอล ความละเอียด 300 %ะ 400 จุดต่อตารางนิ้ว 1 เครื่อง 111000 บาท,111000,65046.pdf,61,4
11898,"05101-19 (13) เครื่องปรับอากาศ แบบแยกส่วน (ราคารวมค่าติดตั้ง) แบบตั้งพื้นหรือแบบแขวน (ระบบ 18 1478 30,000 บีทียู 1 เครื่อง 47200 บาท",47200,65046.pdf,61,7
11899,"05101-9 14 เครื่องปรับอากาศ แบบแยกส่วน (ราคารวมค่าติดตั้ง) แบบตั้งพื้นหรือแบบแขวน (ระบบ 18 1478 36,000 บีทียู 1 เครื่อง 54200 บาท",54200,65046.pdf,61,11
11900,4. งบเงินอุดหนุน 30433200 บาท,30433200,65046.pdf,61,14
11901,06104-1 1 ทุนอาหารกลางวันนักเรียน 10210200 บาท,10210200,65046.pdf,61,15
11902,06199-1 (2 ค่าอาหารเชข้าของนักเรียนในโรงเรียนสังกัดกรุงเทพมหานคร 20223000 บาท,20223000,65046.pdf,61,16
11903,5. งบรายจ่ายอื่น 4618400 บาท,4618400,65046.pdf,61,17
11904,07103-1 1 ค่าใช้จ่ายในการฝึกอบรมนายหมู่ลูกเสือสามัญ สามัญรุ่นใหญ่ และหัวหน้าหน่วยยุวกาชาด 226000 บาท,226000,65046.pdf,61,18
11905,07103-2 (2 ค่าใช้จ่ายในการประชุมครู 12600 บาท,12600,65046.pdf,61,20
11906,07106-1 (3) ค่าใช้จ่ายตามโครงการเรียนฟรี เรียนดีอย่างมีคุณภาพ โรงเรียนสังกัดกรุงเทพมหานคร 4044600 บาท,4044600,65046.pdf,61,21
